Row.names	logFC	logCPM	PValue	SGN_annotation	AGI	symbol	gene_name	X..identity	alignment.length	e.value	bit.score	percent.query.align
Solyc05g005150.1.1	-1.35601208	4.058459792	0.003303144	F-box/Kelch repeat-containing F-box family protein (AHRD V1 ***- C4PVT9_ARATH); contains Interpro domain(s)  IPR015915  Kelch-type beta propeller 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g119860.2.1	-1.350714587	4.752322747	0.002743511	"Peptidyl-prolyl cis-trans isomerase (AHRD V1 *-*- D8U4U4_VOLCA); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type "	AT1G74070	NA	"peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein; similar to peptidyl-prolyl cis-trans isomerase [Arabidopsis thaliana] (TAIR:AT5G35100.1); similar to Os01g0111100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041801.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD44942.1); contains InterPro domain Peptidyl-prolyl cis-trans isomerase, cyclophilin type; (InterPro:IPR002130)"	54.24	330	4.00E-87	318	99.37106918
Solyc02g086910.2.1	-1.350629437	5.705093068	0.0004653	"Peptidyl-prolyl cis-trans isomerase cyclophilin-type (AHRD V1 ***- A8IRU6_CHLRE); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type "	AT3G01480	ATCYP38	"peptidyl-prolyl cis-trans isomerase, putative / cyclophilin, putative / rotamase, putative; similar to peptidyl-prolyl cis-trans isomerase TLP38, chloroplast / thylakoid lumen PPIase of 38 kDa / cyclophilin / rotamase [Arabidopsis thaliana] (TAIR:AT3G15520.1); similar to Peptidyl-prolyl cis-trans isomerase, chloroplast precursor (40 kDa thylakoid lumen PPIase) (40 kDa thylakoid lumen rotamase) (GB:O49939); contains InterPro domain Peptidyl-prolyl cis-trans isomerase, cyclophilin type; (InterPro:IPR002130)"	85.2	358	0	641	78.76106195
Solyc01g095630.2.1	-1.345721192	3.844827764	0.003070531	WRKY transcription factor (AHRD V1 ***- D3YEX5_SOLLC); contains Interpro domain(s)  IPR003657  DNA-binding WRKY 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g089160.2.1	-1.343926789	4.714669573	0.001002528	Cytochrome P450	AT5G38970	ATBR6OX	"Encodes a polypeptide involved in the C-6 oxidation of brassinosteroids. Heterologous expression of the protein in yeast conferred the ability to catalyze multiple reactions in which the C-6 position of 6-deoxocastasterone, 6-deoxotyphasterol, 3-dehydro-6-deoxoteasterone and 6-deoxoteasterone are oxidized."	70.25	447	0	674	95.69892473
Solyc02g065400.2.1	-1.343919001	8.233642063	0.000115932	Oxygen-evolving enhancer protein 1 of photosystem II (AHRD V1 ***- A8J0E4_CHLRE); contains Interpro domain(s)  IPR002628  Photosystem II manganese-stabilizing protein PsbO 	AT3G50820	OEC33	Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII.	80.06	331	4.00E-157	550	99.39393939
Solyc04g082030.1.1	-1.342926983	3.994893798	0.001740178	Ornithine decarboxylase (AHRD V1 **** Q9SXF3_TOBAC); contains Interpro domain(s)  IPR002433  Ornithine decarboxylase 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc01g112200.2.1	-1.34181939	3.423531219	0.008114469	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L8S9_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc01g107560.2.1	-1.333984086	4.86853272	0.002005004	UDP-glucosyltransferase 1 (AHRD V1 **** C6ZRH7_CAPAN); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 	AT4G15480	UGT84A1	Encodes a protein that might have sinapic acid:UDP-glucose glucosyltransferase activity.	52.94	476	4.00E-144	508	96.51639344
Solyc01g097290.2.1	-1.330029266	5.422562504	0.000832175	Auxin responsive protein (AHRD V1 ***- D9IQE6_CATRO); contains Interpro domain(s)  IPR003311  AUX/IAA protein 	AT3G04730	IAA16	early auxin-induced (IAA16)	69.57	253	2.00E-88	322	94.04761905
Solyc03g123860.2.1	-1.329955486	3.669605501	0.005094904	"Receptor like kinase, RLK"	AT1G73080	ATPEPR1	Encodes a leucine-rich repeat receptor kinase.  Functions as a receptor for AtPep1 to amplify innate immunity response to pathogen attacks.	50.96	1093	0	935	97.37556561
Solyc04g014760.2.1	-1.32955819	5.344405301	0.000621633	RHO protein GDP dissociation inhibitor (AHRD V1 **** Q705X3_MEDTR); contains Interpro domain(s)  IPR000406  RHO protein GDP dissociation inhibitor 	AT3G07880	SCN1	Rho GDP-dissociation inhibitor family protein; Identical to Rho GDP-dissociation inhibitor 1 (Rho GDI-1) (AtRhoGDI1) (GDI1) [Arabidopsis Thaliana] (GB:Q9SFC6); similar to Rho GDP-dissociation inhibitor family protein [Arabidopsis thaliana] (TAIR:AT1G62450.1); similar to Rho GDP dissociation inhibitor 2 [Medicago truncatula] (GB:CAF02296.1); contains InterPro domain RHO protein GDP dissociation inhibitor; (InterPro:IPR000406)	72.68	205	3.00E-85	311	83.60655738
Solyc01g079570.2.1	-1.309159728	3.562845576	0.002532594	"Beta xylosidase (AHRD V1 ***- Q6RXY3_FRAAN); contains Interpro domain(s)  IPR001764  Glycoside hydrolase, family 3, N-terminal "	AT1G02640	ATBXL2	encodes a protein similar to a beta-xylosidase located in the extracellular matrix. This is a member of glycosyl hydrolase family 3 and has six other closely related members.	74.47	748	0	1161	96.38709677
Solyc07g039230.1.1	-1.309036456	4.381784231	0.001760843	DNA-directed RNA polymerase subunit beta&apos; (AHRD V1 ***- RPOC1_SOLLC)	ATCG00180	RPOC1	RNA polymerase beta' subunit-1	74.23	97	2.00E-34	140	83.47826087
Solyc06g082950.2.1	-1.303420426	4.200815676	0.004760888	"Photosystem I reaction center subunit XI (AHRD V1 ***- B6SHL1_MAIZE); contains Interpro domain(s)  IPR003757  Photosystem I reaction centre, subunit XI PsaL "	AT4G12800	PSAL	Encodes subunit L of photosystem I reaction center.	84.09	220	6.00E-85	310	99.09502262
Solyc01g105360.2.1	-1.30234462	4.257562677	0.007420999	UDP-glucuronosyltransferase (AHRD V1 **** Q5UB81_ARATH); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase 	AT1G22360	AtUGT85A2	"UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G22340.1); similar to transcription factor/ transferase, transferring glycosyl groups [Arabidopsis thaliana] (TAIR:AT1G22380.1); similar to UGT85A1 (UDP-glucosyl transferase 85A1), UDP-glycosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups [Arabidopsis thaliana] (TAIR:AT1G22400.1); similar to glycosyltransferase NTGT5b [Nicotiana tabacum] (GB:BAD93690.1); similar to glycosyltransferase NTGT5a [Nicotiana tabacum] (GB:BAD93689.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"	58.66	479	1.00E-162	569	96.14604462
Solyc06g048600.2.1	-1.298922758	4.804253156	0.003486697	"Two-component response regulator ARR3 (AHRD V1 **** B6TSM4_MAIZE); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region "	AT3G56380	ARR17	response regulator 17	71.85	135	2.00E-53	204	85.35031847
Solyc06g007170.2.1	-1.285234315	4.953286224	0.001233911	"Os06g0207500 protein (Fragment) (AHRD V1 **-- Q0DDQ9_ORYSJ); contains Interpro domain(s)  IPR004253  Protein of unknown function DUF231, plant "	AT5G58600	PMR5	"Belongs to a large family of plant-specific genes of unknown function.  Involved in resistance to the powdery mildew species Erysiphe cichoracearum and Erysiphe orontii, but not to the unrelated pathogens Pseudomonas syringae or Peronospora parasitica."	58.84	345	9.00E-128	453	79.48717949
Solyc04g008770.2.1	-1.282587445	2.886053219	0.008940884	Mitochondrial intermembrane space import and assembly protein (AHRD V1 *-*- B6JXQ4_SCHJY); contains Interpro domain(s)  IPR010625  CHCH 	AT5G23395	MIA40	similar to coiled-coil-helix-coiled-coil-helix domain containing protein [Medicago truncatula] (GB:CAJ00011.1); contains InterPro domain CHCH; (InterPro:IPR010625)	61.76	136	1.00E-39	158	87.01298701
Solyc01g104190.2.1	-1.277589019	3.980340464	0.008799589	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g113620.2.1	-1.277551912	3.629956571	0.005678424	"MYB transcription factor (AHRD V1 **** B2CZJ3_CAPAN); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g036130.2.1	-1.274304933	4.286684513	0.005128198	Multidrug resistance protein mdtK (AHRD V1 **-- MDTK_YERP3); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE 	AT4G25640	ATDTX35	MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT4G00350.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE85324.1); similar to putative anthocyanin permease [Lycopersicon esculentum] (GB:AAQ55183.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)	73.82	466	0	674	92.07920792
Solyc00g009140.2.1	-1.27426071	5.468585246	0.001164459	Short-chain dehydrogenase/reductase SDR (AHRD V1 ***- A4A816_9GAMM); contains Interpro domain(s)  IPR002198  Short-chain dehydrogenase/reductase SDR 	AT4G09750	NA	"short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT4G24050.1); similar to putative short chain dehydrogenase/reductase [Oryza sativa (japonica cultivar-group)] (GB:BAD32915.1); contains InterPro domain Alcohol dehydrogenase, zinc-binding; (InterPro:IPR013149); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"	79.66	177	2.00E-84	308	81.86046512
Solyc01g105720.2.1	-1.272140188	4.92164116	0.003514999	Unknown Protein (AHRD V1)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc06g084050.2.1	-1.266669398	5.292078955	0.00093718	"Photosystem II reaction center W protein (AHRD V1 ***- B6TMB3_MAIZE); contains Interpro domain(s)  IPR009806  Photosystem II protein PsbW, class 2 "	AT2G30570	PSBW	Encodes a protein similar to photosystem II reaction center subunit W.	59.4	133	3.00E-34	140	96.89922481
Solyc02g086890.2.1	-1.263001012	6.142810114	0.000764767	Calcium homeostasis regulator chor1 (Fragment) (AHRD V1 *-*- A6N1L7_ORYSI)	AT3G55250	NA	similar to calcium homeostasis regulator CHoR1 [Solanum tuberosum] (GB:AAQ14193.1)	66.95	239	1.00E-90	329	83.21678322
Solyc01g109040.2.1	-1.255523532	4.003301485	0.007383901	Plastoquinol-plastocyanin reductase (AHRD V1 **-* B6SRD7_MAIZE); contains Interpro domain(s)  IPR012595  PetM of cytochrome b6/f complex subunit 7 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g088480.2.1	-1.25445922	3.571879128	0.002972416	"T7.1 protein (AHRD V1 *-*- Q9FZE6_ARATH); contains Interpro domain(s)  IPR008581  Protein of unknown function DUF863, plant "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g006020.2.1	-1.243607144	5.084399362	0.00206847	Nucleobase ascorbate transporter (AHRD V1 **-* B9HJR9_POPTR); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease 	AT1G60030	ATNAT7	xanthine/uracil permease family protein; Identical to Nucleobase-ascorbate transporter 7 (AtNAT7) (NAT7) [Arabidopsis Thaliana] (GB:Q0WPE9;GB:Q9ZUJ0); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT5G49990.1); similar to permease [Arabidopsis thaliana] (TAIR:AT5G62890.3); similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT1G10540.1); similar to Xanthine/uracil/vitamin C permease; Thioredoxin-related [Medicago truncatula] (GB:ABE83225.1); similar to root uracil permease 1 [Oryza sativa (japonica cultivar-group)] (GB:CAJ84113.1); similar to putative permease I [Lycopersicon esculentum] (GB:AAX73299.1); contains InterPro domain Xanthine/uracil/vitamin C permease; (InterPro:IPR006043)	80.83	527	0	874	98.50187266
Solyc06g083490.2.1	-1.243378659	5.48310664	0.001978659	Tropinone reductase-like protein 16 (AHRD V1 **-- B2BXZ1_9BRAS); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 	AT5G06060	NA	"tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"	74.44	180	3.00E-76	281	96.23655914
Solyc03g025410.2.1	-1.241997738	4.614769323	0.004667857	Dehydrogenase/reductase SDR family member 13 (AHRD V1 ***- DHR13_BOVIN); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 	AT4G23430	NA	short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT4G23420.2); similar to short-chain dehydrogenase Tic32 [Pisum sativum] (GB:AAS38575.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)	71.15	312	4.00E-128	454	98.72611465
Solyc01g097520.2.1	-1.241869085	6.325260063	0.001119818	"Annexin 11 (AHRD V1 ***- D6QX28_SOYBN); contains Interpro domain(s)  IPR009118  Annexin, type plant "	AT2G38750	ANNAT4	Annexins are a family of calcium dependent membrane binding proteins though to be involved in Golgi mediated secretion. This is one of four annexins identified in Arabidopsis.	50.8	313	3.00E-79	291	96.84542587
Solyc02g087150.2.1	-1.223217795	4.207248645	0.00558809	Heavy-metal-associated domain-containing protein (AHRD V1 *-*- D7M6P1_ARALY); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc01g091010.2.1	-1.220444705	6.855969398	0.000781437	YABBY-like transcription factor CRABS CLAW-like protein (AHRD V1 **-* Q6SRZ7_ANTMA); contains Interpro domain(s)  IPR006780  YABBY protein 	AT2G45190	AFO	Encodes a member of the YABBY family of transcriptional regulators that is involved in abaxial cell type specification in leaves and fruits.	65.24	210	9.00E-67	249	88.58447489
Solyc01g106090.2.1	-1.211310562	4.536394701	0.005694759	Photosystem II oxygen evolving complex protein PsbP (AHRD V1 *-*- B8HJK6_CYAP4); contains Interpro domain(s)  IPR002683  Photosystem II oxygen evolving complex protein PsbP 	AT4G15510	NA	"calcium ion binding; Identical to Thylakoid lumenal 21.5 kDa protein, chloroplast precursor [Arabidopsis Thaliana] (GB:O23403); similar to photosystem II reaction center PsbP family protein [Arabidopsis thaliana] (TAIR:AT3G55330.1); similar to Thylakoid lumenal 21.5 kDa protein, chloroplast precursor, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA98971.2); similar to Os12g0564400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067041.1); similar to Os07g0275100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059362.1); contains InterPro domain Photosystem II oxygen evolving complex protein PsbP; (InterPro:IPR002683)"	71.75	223	1.00E-84	310	76.38888889
Solyc03g005190.2.1	-1.210797799	6.435251493	0.001021195	"Ferredoxin (AHRD V1 *-*- Q8LD29_ARATH); contains Interpro domain(s)  IPR010241  Ferredoxin [2Fe-2S], plant "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g083910.2.1	-1.20722101	5.037111224	0.001302885	"Acid beta-fructofuranosidase (AHRD V1 **-- Q575T1_WHEAT); contains Interpro domain(s)  IPR001362  Glycoside hydrolase, family 32 "	AT1G62660	NA	"beta-fructosidase (BFRUCT3) / beta-fructofuranosidase / invertase, vacuolar; similar to ATBETAFRUCT4/VAC-INV (VACUOLAR INVERTASE), beta-fructofuranosidase/ hydrolase, hydrolyzing O-glycosyl compounds [Arabidopsis thaliana] (TAIR:AT1G12240.1); similar to acid invertase [Brassica oleracea] (GB:AAG36943.1); similar to acid invertase [Brassica oleracea] (GB:AAG36942.1); similar to soluble acid invertase [Pyrus pyrifolia var. culta] (GB:BAF35859.1); contains InterPro domain Glycosyl hydrolase family 32, C-terminal; (InterPro:IPR013189); contains InterPro domain Glycoside hydrolase, family 32; (InterPro:IPR001362); contains InterPro domain Glycosyl hydrolases family 32, N terminal; (InterPro:IPR013148); contains InterPro domain Sialidase; (InterPro:IPR011040)"	60.85	590	0	738	89.36825886
Solyc06g036310.2.1	-1.205194544	4.978238514	0.001862686	Heavy metal transport/detoxification protein (AHRD V1 *-*- Q1SWG8_MEDTR); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein 	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g006440.2.1	-1.202744014	4.462207781	0.009027603	Homology to unknown gene (AHRD V1 *--- Q00X05_OSTTA)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g123630.2.1	-1.20187623	7.507210141	0.000679685	"Pectinesterase (AHRD V1 ***- Q564D7_SOLLC); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic "	AT3G14310	ATPME3	encodes a pectin methylesterase	75	544	0	838	89.89726027
Solyc05g005960.2.1	-1.199378124	5.177176907	0.004054012	"Peptide transporter 1 (AHRD V1 **-* Q7XAC3_VICFA); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc03g033610.1.1	-1.199122627	4.076420659	0.002981547	"Receptor like kinase, RLK"	AT4G36180	NA	"leucine-rich repeat family protein; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G75640.1); similar to Os04g0576900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053628.1); similar to H0404F02.1 [Oryza sativa (indica cultivar-group)] (GB:CAH66725.1); similar to OSJNBa0020J04.8 [Oryza sativa (japonica cultivar-group)] (GB:CAD41303.2); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	64.37	1103	0	1278	96.45704163
Solyc02g071030.1.1	-1.196794416	7.292492999	0.000751385	Chlorophyll a/b binding protein (AHRD V1 **** Q41422_SOLTU); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein 	AT1G29930	AB140	"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center."	88.76	267	3.00E-132	467	99.2481203
Solyc01g108110.2.1	-1.19659644	3.481837732	0.006320244	"Alpha 1 3 fucosyltransferase (AHRD V1 **** Q5DTC8_MEDSA); contains Interpro domain(s)  IPR001503  Glycosyl transferase, family 10 "	AT3G19280	ATFUT11	"Encodes a protein with core &#945;1,3-fucosyltransferase activity."	64.48	487	0	668	93.82239382
Solyc02g070950.1.1	-1.196269863	3.834458944	0.006329277	Chlorophyll a/b binding protein (AHRD V1 **** Q41422_SOLTU); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein 	AT1G29930	AB140	"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center."	88.76	267	3.00E-132	467	99.2481203
Solyc05g050630.2.1	-1.195967746	5.688683956	0.001614001	Protein TIF31 homolog (AHRD V1 *--- TIF31_ASPOR); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical 	AT1G01320	NA	tetratricopeptide repeat (TPR)-containing protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G28080.1); similar to binding [Arabidopsis thaliana] (TAIR:AT1G15290.1); similar to putative tetratricopeptide repeat(TPR)-containing protein [Oryza sativa (japonica cultivar-group)] (GB:BAC84544.1); similar to TPR repeat [Medicago truncatula] (GB:ABE77904.1); similar to OSJNBa0070O11.2 [Oryza sativa (japonica cultivar-group)] (GB:CAE03171.2); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Tetratricopeptide TPR_2; (InterPro:IPR013105); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)	59.25	1497	0	1699	94.09499358
Solyc01g006400.2.1	-1.189860901	7.548965306	0.000751734	Cysteine-rich extensin-like protein-4 (AHRD V1 *-*- Q08197_TOBAC)	NA	NA	NA	NA	NA	NA	NA	NA
Solyc02g070970.1.1	-1.180332028	4.664932258	0.005246234	Chlorophyll a/b binding protein (AHRD V1 **** Q41422_SOLTU); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein 	AT1G29930	AB140	"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center."	88.76	267	3.00E-132	467	99.2481203
Solyc03g116790.2.1	-1.170655066	4.086669088	0.009237885	Chaperone protein dnaJ (AHRD V1 ***- B6TAJ2_MAIZE); contains Interpro domain(s)  IPR012724  Chaperone DnaJ 	AT1G80030	NA	"DNAJ heat shock protein, putative; similar to DNAJ heat shock family protein [Arabidopsis thaliana] (TAIR:AT3G17830.1); similar to DnaJ homologue [Pisum sativum] (GB:CAA96305.1); contains InterPro domain DnaJ central region; (InterPro:IPR001305); contains InterPro domain HSP40/DnaJ peptide-binding; (InterPro:IPR008971); contains InterPro domain Chaperone DnaJ; (InterPro:IPR012724); contains InterPro domain Chaperone DnaJ, C-terminal; (InterPro:IPR002939); contains InterPro domain Heat shock protein DnaJ; (InterPro:IPR003095); contains InterPro domain Heat shock protein DnaJ, N-terminal; (InterPro:IPR001623)"	70.75	465	4.00E-159	558	91.78356713
Solyc04g075000.1.1	-1.166554243	6.02966272	0.002565155	Serine/threonine protein kinase (AHRD V1 *-** C6ZRN1_SOYBN); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 	AT1G28390	NA	"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G51990.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAV31339.1); similar to Os05g0387700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055424.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"	50.21	470	1.00E-110	397	89.93963783
Solyc03g115980.1.1	-1.165924828	7.950237113	0.00082926	"Geranylgeranyl reductase (AHRD V1 ***- Q1ZYL0_OLEEU); contains Interpro domain(s)  IPR011774  Geranylgeranyl reductase, plants and cyanobacteria "	AT1G74470	NA	Encodes for a multifunctional protein with geranylgeranyl reductase activity shown to catalyze the reduction of prenylated geranylgeranyl-chlorophyll a to phytyl-chlorophyll a (chlorophyll a) and free geranylgeranyl pyrophosphate to phytyl pyrophosphate.	80.9	466	0	744	99.13978495
Solyc06g071790.2.1	-1.160528431	7.640074464	0.000957303	"Elongation factor Tu (AHRD V1 **** D7MFK2_ARALY); contains Interpro domain(s)  IPR004541  Translation elongation factor EFTu/EF1A, bacterial and organelle "	AT4G20360	ATRAB8D	"AtRABE1b/AtRab8D (Arabidopsis Rab GTPase homolog E1b); translation elongation factor; Identical to Elongation factor Tu, chloroplast precursor (EF-Tu) (TUFA) [Arabidopsis Thaliana] (GB:P17745); similar to elongation factor Tu, putative / EF-Tu, putative [Arabidopsis thaliana] (TAIR:AT4G02930.1); similar to chloroplast translational elongation factor Tu [Pelargonium graveolens] (GB:AAK08141.1); similar to Elongation factor Tu, chloroplast precursor (EF-Tu) (GB:Q43467); similar to Elongation factor Tu, chloroplast precursor (EF-Tu) (GB:P46280); contains InterPro domain Translation elongation factor Tu; (InterPro:IPR004541); contains InterPro domain Elongation factor Tu, C-terminal; (InterPro:IPR004160); contains InterPro domain Small GTP-binding protein domain; (InterPro:IPR005225); contains InterPro domain Translation factor; (InterPro:IPR009000); contains InterPro domain Translation elongation factor, GTP-binding; (InterPro:IPR013004); contains InterPro domain Elongation factor Tu, domain 2; (InterPro:IPR004161); contains InterPro domain EF-Tu/eEF-1alpha/eIF2-gamma, C-terminal; (InterPro:IPR009001); contains InterPro domain Protein synthesis factor, GTP-binding; (InterPro:IPR000795)"	83.22	435	0	646	90.02217295
Solyc07g006030.2.1	-1.159896292	6.071585755	0.001360485	Protein TIF31 homolog (AHRD V1 *--- TIF31_COCIM); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical 	AT4G28080	NA	binding; similar to binding [Arabidopsis thaliana] (TAIR:AT1G15290.1); similar to tetratricopeptide repeat (TPR)-containing protein [Arabidopsis thaliana] (TAIR:AT1G01320.1); similar to putative tetratricopeptide repeat(TPR)-containing protein [Oryza sativa (japonica cultivar-group)] (GB:BAC84544.1); similar to TPR repeat [Medicago truncatula] (GB:ABE77904.1); similar to H0811D08.1 [Oryza sativa (indica cultivar-group)] (GB:CAJ86110.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_2; (InterPro:IPR013105); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)	60.16	1915	0	1958	99.89258861
Solyc02g082230.2.1	-1.151606094	4.474648122	0.006176107	Serine/threonine-protein phosphatase (AHRD V1 ***- D7MQI5_ARALY); contains Interpro domain(s)  IPR006186  Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase 	AT5G63870	ATPP7	Encodes a nuclear localized serine/threonine phosphatase that appears to be regulated by redox activity and is a positive regulator of cryptochrome mediated blue light signalling.	72.17	406	2.00E-176	615	87.82608696
Solyc06g050350.2.1	-1.15030728	5.33936191	0.003037884	"Myosin heavy chain-like (AHRD V1 ***- Q7XIW7_ORYSJ); contains Interpro domain(s)  IPR008545  Protein of unknown function DUF827, plant "	NA	NA	NA	NA	NA	NA	NA	NA
Solyc05g013510.2.1	-1.149880056	5.312352466	0.003866504	Phosphate transporter 2-1 (AHRD V1 ***- Q7YME0_WHEAT); contains Interpro domain(s)  IPR001204  Phosphate transporter 	AT3G26570	ORF02	low affinity phosphate transporter	71.67	593	0	730	99.65397924
Solyc04g081540.2.1	-1.147794101	3.203496229	0.009342372	Kinesin heavy chain isolog (AHRD V1 ***- B6TA17_MAIZE); contains Interpro domain(s)  IPR006839  Uncharacterised protein family UPF0307 	NA	NA	NA	NA	NA	NA	NA	NA
