"Row.names"	"logFC"	"logCPM"	"PValue"	"FDR"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc06g076030.2.1"	5.71130498043672	3.29992865246497	0.000359638940014115	0.0100698903203952	"Dof zinc finger protein (AHRD V1 ***- Q9M4G1_SOLTU); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g097650.2.1"	5.69763713177486	3.30504480133871	0.000359638940014115	0.0100698903203952	"NAC domain transcription factor (AHRD V1 **** Q4U0D4_WHEAT); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g098590.2.1"	5.69415419948964	2.99653431335267	0.000359638940014115	0.0100698903203952	"Phosphoglycerate mutase family protein (AHRD V1 ***- C1DZH2_9CHLO); contains Interpro domain(s)  IPR013078  Phosphoglycerate mutase "	"AT3G05170"	NA	"phosphoglycerate/bisphosphoglycerate mutase family protein; similar to phosphoglycerate/bisphosphoglycerate mutase family protein [Arabidopsis thaliana] (TAIR:AT1G08940.1); similar to Os05g0141700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054606.1); similar to Os06g0109000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056573.1); similar to unknown [Streptomyces murayamaensis] (GB:AAO65326.1); contains InterPro domain Phosphoglycerate/bisphosphoglycerate mutase; (InterPro:IPR001345); contains InterPro domain Phosphoglycerate mutase; (InterPro:IPR013078)"	52.03	271	1e-76	283	92.28070175
"Solyc11g006640.1.1"	5.67787478825387	3.29604572055618	0.000359638940014115	0.0100698903203952	"Cc-nbs-lrr, resistance protein"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g054010.2.1"	5.67291260409423	3.29044642726716	0.000359638940014115	0.0100698903203952	"Cc-nbs-lrr, resistance protein"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g016190.1.1"	5.64824659381343	3.26852630348847	0.000359638940014115	0.0100698903203952	"Glucosyltransferase (AHRD V1 *-** D7URL8_9LAMI); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc04g014870.2.1"	2.43126268463824	6.71688152784199	0.000364366346579755	0.0101835035540415	"RNA-dependent RNA polymerase (AHRD V1 ***- B3TNC1_9SOLA); contains Interpro domain(s)  IPR007855  RNA-dependent RNA polymerase, eukaryotic-type "	"AT3G49500"	"RDR6"	"Encodes RNA-dependent RNA polymerase. Involved in trans-acting siRNA and other siRNA biogenesis. Required for post-transcriptional gene silencing and natural virus resistance."	65.39	1199	0	1573	99.83305509
"Solyc02g068900.2.1"	3.34759448856013	3.9985404126146	0.000366955368663167	0.0102301885615483	"Glutathione transferase (AHRD V1 **** Q2KKB6_THLCA); contains Interpro domain(s)  IPR016639  Glutathione S-transferase, predicted "	"AT4G19880"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G45020.1); similar to Glutathione S-transferase, C-terminal-like [Medicago truncatula] (GB:ABC75353.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutathione S-transferase, C-terminal-like; (InterPro:IPR010987); contains InterPro domain Glutathione S-transferase, C-terminal; (InterPro:IPR004046)"	79.75	316	4e-156	547	99.05660377
"Solyc06g007350.2.1"	-2.21233345280733	5.33141613102253	0.00036738246215505	0.0102301885615483	"Phosphatase PTC7 homolog (AHRD V1 **** C1BT38_9MAXI); contains Interpro domain(s)  IPR001932  Protein phosphatase 2C-related "	"AT2G30170"	NA	"catalytic; similar to 5-azacytidine resistance protein -related [Arabidopsis thaliana] (TAIR:AT5G66720.2); similar to Os01g0164600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042103.1); similar to putative senescence-associated protein [Pisum sativum] (GB:BAB33413.1); contains InterPro domain Protein phosphatase 2C-like; (InterPro:IPR001932)"	59.8	306	2e-101	365	98.3713355
"Solyc11g069070.1.1"	2.4182191963822	7.65035642460118	0.000369053948620237	0.0102579455846839	"Metal ion binding protein (AHRD V1 *-*- B6U064_MAIZE); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g113060.2.1"	2.95537783866976	4.31870572346166	0.000372764983441888	0.0103421876062965	"ATP-binding cassette transporter (AHRD V1 ***- D8RFW2_SELML); contains Interpro domain(s)  IPR003439  ABC transporter-like "	"AT3G47780"	"ATATH6"	"member of ATH subfamily"	65.05	950	0	1219	99.78835979
"Solyc07g056260.2.1"	2.47811876713341	6.43079679154901	0.000374042455676227	0.0103431632142776	"Glucan synthase like 3 (AHRD V1 ***- D8R8I5_SELML); contains Interpro domain(s)  IPR003440  Glycosyl transferase, family 48 "	"AT1G06490"	"ATGSL07"	"encodes a gene similar to callose synthase"	71.32	1935	0	2791	99.89539749
"Solyc01g111110.2.1"	3.0208915483622	4.33284136445123	0.000374841024142788	0.0103431632142776	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g012680.1.1"	2.85457224314297	4.17759679289689	0.000374841024142788	0.0103431632142776	"Proline-rich protein (AHRD V1 *-*- O81922_CAPAN); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g093050.2.1"	2.48204354342863	6.05569378004055	0.000376210203730658	0.0103621375679727	"WRKY transcription factor 26 (AHRD V1 ***- C9DI15_9ROSI); contains Interpro domain(s)  IPR003657  DNA-binding WRKY "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g007870.2.1"	-2.2168993321512	5.19302082061764	0.000381477626576493	0.0104882203154955	"Cyclin B-like protein (AHRD V1 *-*- Q5U8T5_9SOLA)"	"AT3G11600"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06270.1); similar to H0913C04.5 [Oryza sativa (indica cultivar-group)] (GB:CAJ86164.1); similar to Os04g0415000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052757.1); similar to Os02g0536500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047044.1)"	56.52	115	4e-24	106	89.76377953
"Solyc11g064950.1.1"	-2.36304268245513	4.11984579065212	0.000385731806388232	0.0105860404049218	"BZIP transcription factor (AHRD V1 **** Q9SQK1_TOBAC); contains Interpro domain(s)  IPR011616  bZIP transcription factor, bZIP-1 "	"AT3G12250"	"BZIP45"	"basic leucine zipper transcription factor involved in the activation of SA-responsive genes."	75.72	313	6e-116	414	94.15384615
"Solyc01g028830.2.1"	2.73042715760111	5.19837848942952	0.000389364178845635	0.0106664738291334	"ATP binding / serine-threonine kinase (AHRD V1 **** C5DB71_VITVI); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase "	"AT5G56460"	NA	"protein kinase, putative; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G01020.1); similar to Protein kinase [Medicago truncatula] (GB:ABE87464.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"	76.92	390	3e-173	604	98.4496124
"Solyc01g068360.2.1"	3.57831772044155	3.63624971378659	0.000394787141800833	0.0107955822013307	"Receptor like kinase, RLK"	"AT3G03770"	NA	"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G14210.1); similar to putative brassinosteroid LRR receptor kinase protein [Oryza sativa (japonica cultivar-group)] (GB:BAC07439.1); similar to transmembrane protein kinase [Oryza sativa (japonica cultivar-group)] (GB:AAQ01159.1); similar to Protein kinase [Medicago truncatula] (GB:ABD28527.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"	51.59	754	0	703	91.84713376
"Solyc00g011170.1.1"	-2.04273635812248	9.60182847311013	0.000398083640013367	0.0108661825184259	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g065180.2.1"	2.49983480865664	5.68630622979127	0.000403786773346037	0.0109824223648536	"NAD-dependent epimerase/dehydratase (AHRD V1 **-- B7K7X4_CYAP7); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain "	"AT3G63140"	"CSP41A"	"mRNA-binding protein, putative; similar to catalytic/ coenzyme binding [Arabidopsis thaliana] (TAIR:AT1G09340.1); similar to mRNA-binding protein precursor [Nicotiana tabacum] (GB:AAP87140.1); contains InterPro domain NAD-dependent epimerase/dehydratase; (InterPro:IPR001509)"	80.29	350	1e-169	592	85.53921569
"Solyc08g014280.2.1"	2.46935897406633	5.67163547874835	0.000403786773346037	0.0109824223648536	"Calmodulin-binding protein family-like (AHRD V1 *--* Q6YXT2_ORYSJ); contains Interpro domain(s)  IPR000048  IQ calmodulin-binding region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g095050.2.1"	2.51703306981193	5.71668761235104	0.000409886048094966	0.011124670897037	"Negatively light-regulated protein (AHRD V1 ***- B4FAY8_MAIZE); contains Interpro domain(s)  IPR012482  Lg106-like "	"AT5G64130"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G69510.2); similar to Os01g0249300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042590.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD72346.1); similar to Os01g0664500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043793.1); contains InterPro domain Lg106-like; (InterPro:IPR012482)"	85.26	95	8e-40	158	86.91588785
"Solyc01g107370.2.1"	4.06809393653284	3.57201255656856	0.000410480161354759	0.011124670897037	"Gibberellin-regulated family protein (AHRD V1 **-- D7L2S3_ARALY); contains Interpro domain(s)  IPR003854  Gibberellin regulated protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g083050.2.1"	3.19349593527358	4.00987272582778	0.000411846822682321	0.0111418489182598	"Fatty acid elongase 3-ketoacyl-CoA synthase (AHRD V1 **** Q6DUV5_BRANA); contains Interpro domain(s)  IPR012392  Very-long-chain 3-ketoacyl-CoA synthase "	"AT2G26640"	"KCS11"	"beta-ketoacyl-CoA synthase, putative; Identical to 3-ketoacyl-CoA synthase 11 (EC 2.3.1.-) (EC 2.3.1.119) (KCS-11) (Very- long-chain fatty acid condensing enzyme 11) (VLCFA condensing enzyme 11) (KCS11) [Arabidopsis Thaliana] (GB:O48780); similar to beta-ketoacyl-CoA synthase, putative [Arabidopsis thaliana] (TAIR:AT5G43760.1); similar to beta-ketoacyl-CoA synthase, putative [Arabidopsis thaliana] (TAIR:AT1G04220.1); similar to very-long-chain fatty acid condensing enzyme, putative [Arabidopsis thaliana] (TAIR:AT1G19440.1); similar to fatty acid elongase 1-like protein [Limnanthes douglasii] (GB:AAG28600.1); similar to beta-ketoacyl-CoA-synthase [Marchantia polymorpha] (GB:AAO48425.1); similar to putative fatty acid elongase [Zea mays] (GB:CAC01441.1); contains InterPro domain FAE1/Type III polyketide synthase-like protein; (InterPro:IPR013601); contains InterPro domain Very-long-chain 3-ketoacyl-CoA synthase; (InterPro:IPR012392); contains InterPro domain Chalcone and stilbene synthases, C-terminal; (InterPro:IPR012328)"	75.98	508	0	835	98.6381323
"Solyc08g081890.2.1"	2.66333085555104	4.94099597442182	0.000412917628030398	0.0111509762283733	"Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GX56_POPTR); contains Interpro domain(s)  IPR003439  ABC transporter-like "	"AT3G59140"	"ATMRP14"	"member of MRP subfamily"	57.83	1321	0	1434	88.58108108
"Solyc10g007460.2.1"	-2.54591404264693	4.08795880552244	0.000414240993733399	0.0111668795544727	"Zinc finger (Ran-binding) family protein (AHRD V1 *--- D7KYC9_ARALY)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g006340.2.1"	-2.34789480115987	4.65623979278418	0.000427872439678067	0.0115139337572838	"ATP dependent RNA helicase (AHRD V1 ***- B3LKV6_YEAS1); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal "	"AT3G02065"	NA	"ATP binding / ATP-dependent helicase; Identical to DEAD-box ATP-dependent RNA helicase 41 (EC 3.6.1.-) (RH41) [Arabidopsis Thaliana] (GB:Q3EBD3;GB:Q8VZ85); similar to DEAD box RNA helicase, putative [Arabidopsis thaliana] (TAIR:AT2G42520.1); similar to putative DEAD box [Oryza sativa (japonica cultivar-group)] (GB:BAD15860.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain Zinc finger, HIT-type; (InterPro:IPR007529); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650)"	65.1	510	0	692	98.25242718
"Solyc04g072880.2.1"	-2.19546847481407	5.26754130946918	0.000434891664207	0.0116821428667901	"RNA polymerase II holoenzyme cyclin-like subunit (AHRD V1 **** SSN8_NEUCR); contains Interpro domain(s)  IPR015432  Cyclin H "	"AT5G27620"	"CYCH;1"	"core cell cycle genes"	59.8	301	5e-107	384	91.46341463
"Solyc03g044090.2.1"	5.68420363930119	3.11775938613076	0.000438653809968644	0.0117210764969477	"Phototropic-responsive NPH3 family protein (AHRD V1 **-- D7KEU3_ARALY); contains Interpro domain(s)  IPR004249  NPH3 "	"AT2G14820"	"NPY2"	"phototropic-responsive NPH3 family protein; similar to phototropic-responsive NPH3 family protein [Arabidopsis thaliana] (TAIR:AT5G67440.1); similar to Os12g0583500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067147.1); similar to transposon protein, putative, Mutator sub-class, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94544.1); similar to Os03g0609800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050649.1); contains InterPro domain NPH3; (InterPro:IPR004249)"	56.47	556	2e-179	625	87.00475436
"Solyc07g051820.2.1"	5.63434242443355	2.95574740822585	0.000438653809968644	0.0117210764969477	"Cellulose synthase (AHRD V1 **** Q2HT12_MEDTR); contains Interpro domain(s)  IPR005150  Cellulose synthase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g053830.2.1"	5.59875986019996	3.2500126343917	0.000438653809968644	0.0117210764969477	"Auxin responsive protein (AHRD V1 ***- D9IQE6_CATRO); contains Interpro domain(s)  IPR003311  AUX/IAA protein "	"AT3G23050"	"AXR2"	"Transcription regulator acting as repressor of auxin-inducible gene expression. Plays role in the control of gravitropic growth and development in light-grown seedlings. Auxin induces the degradation of the protein in a dosage-dependent manner in a process mediated by AtRac1. Auxin induced the relocalization of the protein within the nucleus from a diffused nucleoplasmic pattern to a discrete particulated pattern named nuclear protein bodies or NPB in a process also mediated by Rac1. Colocalizes with SCF, CSN and 26S proteasome components."	64.02	239	1e-74	276	99.08675799
"Solyc02g070950.1.1"	2.37787596904665	6.86695060315038	0.000446087431820328	0.0118987952866601	"Chlorophyll a/b binding protein (AHRD V1 **** Q41422_SOLTU); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein "	"AT1G29930"	"AB140"	"Subunit of light-harvesting complex II (LHCII),which absorbs light and transfers energy to the photosynthetic reaction center."	88.76	267	3e-132	467	99.2481203
"Solyc03g098720.2.1"	-2.1111886715794	5.60476541216294	0.00044808887682821	0.0119236132761149	"Kunitz trypsin inhibitor (AHRD V1 ***- Q4W188_POPTN); contains Interpro domain(s)  IPR011065  Kunitz inhibitor ST1-like "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g069500.1.1"	-2.17078403286662	5.06530203163766	0.000448586345299771	0.0119236132761149	"Auxin response factor 16 (AHRD V1 ***- D9IVB4_SOLLC); contains Interpro domain(s)  IPR010525  Auxin response factor "	"AT2G28350"	"ARF10"	"Involved in root cap cell differentiation."	56.91	738	0	711	99
"Solyc04g071070.2.1"	2.40483496327825	6.69264306878951	0.000449454791284114	0.0119258475509314	"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR006706  Extensin-like region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g088560.2.1"	2.43851105537208	6.31299115730006	0.000453024455757999	0.0119996233891021	"Cyclic nucleotide gated channel (AHRD V1 **** A9CRE4_MALDO); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding "	"AT5G15410"	"ATCNGC2"	"'defense, no death' gene (DND1) encodes a mutated cyclic nucleotide-gated cation channel; Same as CNGC2 (article ID 229): Cyclic nucleotide gated channel, activated by cAMP, conducts K+ and other monovalent cations but excludes Na+, does not contain the GYG amino acid sequence found in other channels with this conductivity profile.  Conducts Ca2+ into cells which is linked to the generation of NO and the NO signaling pathway involved in the innate immune response to pathogens."	78.55	676	0	990	93.79407616
"Solyc08g082400.1.1"	2.90810248973031	4.06529057290244	0.000454040224144065	0.0120056131615415	"Genome sequencing data contig C313 (AHRD V1 *-*- A8YHF7_MICAE)"	"AT4G23890"	NA	"similar to Os07g0196200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059119.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABD28447.1)"	56.78	236	2e-41	166	90.83665339
"Solyc01g088660.2.1"	3.76721919822527	3.80252709213894	0.000457548943035907	0.0120564542979513	"Os04g0585900 protein (Fragment) (AHRD V1 *-*- Q0JAP2_ORYSJ); contains Interpro domain(s)  IPR007650  Protein of unknown function DUF581 "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g087230.2.1"	3.23292240959501	3.81952513452986	0.000457548943035907	0.0120564542979513	"Ferredoxin-thioredoxin reductase catalytic chain (AHRD V1 ***- B6TNR7_MAIZE); contains Interpro domain(s)  IPR004209  Ferredoxin thioredoxin reductase, beta subunit "	"AT2G04700"	NA	"ferredoxin thioredoxin reductase catalytic beta chain family protein; similar to Ferredoxin-thioredoxin reductase catalytic chain, chloroplast precursor (FTR-C) (GB:O49856); contains InterPro domain Ferredoxin thioredoxin reductase, beta chain; (InterPro:IPR004209)"	78.23	147	3e-62	233	97.33333333
"Solyc03g096730.2.1"	2.4895712129105	5.74772842806548	0.000461420924747252	0.012137445916708	"GDP-D-mannose pyrophosphorylase 1"	"AT2G39770"	"CYT1"	"Encodes a GDP-mannose pyrophosphorylase/ mannose-1-pyrophosphatase. This enzyme provides GDP-mannose, which is used for cell wall carbohydrate biosynthesis and protein glycosylation as well as for ascorbate (vitamin C) biosynthesis."	89.2	361	0	669	99.44751381
"Solyc02g068030.1.1"	2.69044438820669	4.83326119477376	0.000474049826010949	0.0124481063120388	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g013240.2.1"	4.00445489153622	3.30205693011138	0.000479726095249365	0.0125149948599062	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g091180.2.1"	4.00083570233184	3.35448502169022	0.000479726095249365	0.0125149948599062	"Peptide transporter-like protein (AHRD V1 **-* Q9SVS9_ARATH); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region "	"AT1G32450"	"NRT1.5"	"proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT5G19640.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT4G21680.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32535.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABE93051.1); similar to transporter, major facilitator family, putative [Medicago truncatula] (GB:ABE88005.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"	52.37	590	3e-170	595	95.23026316
"Solyc07g042550.2.1"	4.00054911925433	3.29964930451964	0.000479726095249365	0.0125149948599062	"Sucrose synthase (AHRD V1 **** O82691_SOLLC); contains Interpro domain(s)  IPR012820  Sucrose synthase, plants and cyanobacteria  IPR000368  Sucrose synthase "	"AT3G43190"	"ATSUS4"	"Encodes a protein with sucrose synthase activity (SUS4)."	79.85	804	0	1346	99.62779156
"Solyc01g089980.2.1"	2.62428948099278	5.0144974150823	0.000479889634525475	0.0125149948599062	"Engulfment and cell motility protein (AHRD V1 ***- Q16Y60_AEDAE); contains Interpro domain(s)  IPR006816  Engulfment and cell motility, ELMO "	"AT3G60260"	NA	"phagocytosis and cell motility protein ELMO1-related; similar to phagocytosis and cell motility protein ELMO1-related [Arabidopsis thaliana] (TAIR:AT2G44770.1); similar to Os04g0545100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053465.1); similar to Os02g0652300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047599.1); similar to phagocytosis and cell motility protein ELMO1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93689.2); contains InterPro domain Engulfment and cell motility, ELM; (InterPro:IPR006816)"	81.58	266	5e-128	453	99.25093633
"Solyc08g079550.1.1"	2.46688843333077	5.69068252199596	0.000485503422085609	0.0126242412710848	"HAT family dimerisation domain containing protein (AHRD V1 *-*- Q2QMZ1_ORYSJ)"	"AT1G12380"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G62870.1); similar to OSIGBa0107A02.7 [Oryza sativa (indica cultivar-group)] (GB:CAH66046.1); similar to Os02g0450000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046758.1); similar to Zinc finger, BED-type predicted [Medicago truncatula] (GB:ABE87437.1)"	62.64	811	0	1005	96.47201946
"Solyc11g010850.1.1"	2.35992092809129	6.937876668273	0.000485739354353105	0.0126242412710848	"1-deoxy-D-xylulose 5-phosphate synthase 2 (AHRD V1 **** C7U111_SOLLC); contains Interpro domain(s)  IPR005477  Deoxyxylulose-5-phosphate synthase "	"AT4G15560"	"CLA"	"Encodes a protein with 1-deoxyxylulose 5-phosphate synthase activity involved in the MEP pathway. It is essential for chloroplast development in Arabidopsis"	74.04	651	0	1009	90.90909091
"Solyc10g006800.2.1"	2.88221276885967	4.015913533158	0.000501029498792084	0.0129994069959639	"Cyclic nucleotide gated channel (AHRD V1 **** A9CRE4_MALDO); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding "	"AT5G54250"	"ATCNGC4"	"member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent."	67.69	619	0	784	89.3481717
"Solyc11g005820.1.1"	3.52752572522967	3.77695488831763	0.000511521402984483	0.0132350503439101	"Pectinesterase inhibitor (AHRD V1 **** A2Q674_MEDTR); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc12g044310.1.1"	3.21254598367552	3.80496397030677	0.000511852775731331	0.0132350503439101	"Solute carrier family 15 member 4 (AHRD V1 **-- S15A4_XENLA); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region "	"AT1G52190"	NA	"proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G16180.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32296.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32298.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"	54.36	585	0	706	91.42857143
"Solyc03g095490.2.1"	2.47943883833555	5.83179284020727	0.000514967479893606	0.0132929805845541	"Receptor like kinase, RLK"	"AT5G58300"	NA	"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G08680.2); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G05160.1); similar to Os01g0819100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044637.1); similar to putative receptor-like protein kinase [Oryza sativa (japonica cultivar-group)] (GB:BAB62593.1); similar to Os05g0480400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055854.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"	58.96	636	0	740	98.89937107
"Solyc07g005190.2.1"	2.43544192776327	5.8749434542571	0.000517942228705581	0.0133471078732875	"Lysosomal Pro-X carboxypeptidase (AHRD V1 **-* B6TWH6_MAIZE); contains Interpro domain(s)  IPR008758  Peptidase S28 "	"AT2G24280"	NA	"serine carboxypeptidase S28 family protein; similar to serine carboxypeptidase S28 family protein [Arabidopsis thaliana] (TAIR:AT5G65760.1); similar to Os01g0767100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044360.1); similar to Os06g0647400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058206.1); similar to PREDICTED: similar to an (GB:XP_214993.2); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Peptidase S28; (InterPro:IPR008758)"	70.22	497	0	711	98.59719439
"Solyc07g053740.1.1"	2.76269575131964	4.64568924913084	0.000521845995975776	0.013424951815255	"Ethylene-responsive transcription factor 4 (AHRD V1 *-*- B6THY5_MAIZE); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g087750.2.1"	2.47517192906332	5.56982068656595	0.00052611753506645	0.013511978045862	"Homology to unknown gene (Fragment) (AHRD V1 ***- Q015C3_OSTTA)"	"AT5G12470"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.2); similar to Trimeric LpxA-like [Medicago truncatula] (GB:ABE84885.1); similar to Os01g0957200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045446.1); similar to Os05g0388600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055430.1)"	70.03	287	2e-121	432	75.0656168
"Solyc04g077160.1.1"	2.52409516591741	5.39670234256984	0.000532965257239991	0.0136369181728713	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g013310.1.1"	5.61974741583919	2.95015037890602	0.000537260851456849	0.0136369181728713	"Auxin transporter-like protein 3 (AHRD V1 ***- B6TPT6_MAIZE); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane "	"AT1G77690"	"LAX3"	"amino acid permease, putative; Identical to Auxin transporter-like protein 3 (AUX1-like protein 3) (LAX3) [Arabidopsis Thaliana] (GB:Q9CA25); similar to amino acid permease, putative [Arabidopsis thaliana] (TAIR:AT2G21050.1); similar to amino acid permease, putative [Arabidopsis thaliana] (TAIR:AT5G01240.1); similar to AUX1 (AUXIN RESISTANT 1), amino acid permease/ transporter [Arabidopsis thaliana] (TAIR:AT2G38120.1); similar to Auxin transporter-like protein 5 (AUX1-like protein 5) (MtLAX5) (GB:Q8L883); similar to Auxin transporter-like protein 3 (AUX1-like protein 3) (MtLAX3) (GB:Q9FEL6); similar to auxin influx carrier [Lupinus albus] (GB:CAJ84440.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"	88.49	469	0	828	99.36034115
